time (s),w,x-axis,y-axis,z-axis,class
1661434827724.0469,0.686,-0.18,-0.656,-0.258,1
1661434827725.012,0.683,-0.185,-0.656,-0.264,1
1661434827780.38,0.68,-0.188,-0.655,-0.269,1
1661434827840.528,0.678,-0.19,-0.655,-0.273,1
1661434827841.521,0.677,-0.192,-0.656,-0.275,1
1661434827842.5542,0.676,-0.192,-0.656,-0.275,1
1661434827900.198,0.676,-0.191,-0.657,-0.275,1
1661434827960.365,0.677,-0.189,-0.657,-0.274,1
1661434828080.7969,0.68,-0.185,-0.656,-0.271,1
1661434828082.258,0.693,-0.169,-0.651,-0.259,1
1661434828083.2542,0.699,-0.162,-0.649,-0.253,1
1661434828083.2542,0.705,-0.155,-0.647,-0.246,1
1661434828084.2522,0.729,-0.12,-0.64,-0.213,1
1661434828085.272,0.769,0.03,-0.637,-0.044,1
1661434828086.251,0.769,0.024,-0.636,-0.047,1
1661434828087.244,0.769,0.02,-0.637,-0.051,1
1661434828140.2832,0.769,0.015,-0.637,-0.055,1
1661434828200.124,0.768,0.009,-0.638,-0.059,1
1661434828201.148,0.742,-0.069,-0.655,-0.125,1
1661434828202.118,0.737,-0.08,-0.658,-0.134,1
1661434828204.111,0.731,-0.091,-0.661,-0.144,1
1661434828205.152,0.725,-0.102,-0.664,-0.154,1
1661434828206.146,0.718,-0.113,-0.667,-0.164,1
1661434828206.146,0.711,-0.125,-0.669,-0.174,1
1661434828260.7678,0.704,-0.135,-0.672,-0.184,1
1661434828261.957,0.68,-0.182,-0.672,-0.231,1
1661434828261.957,0.679,-0.187,-0.668,-0.239,1
1661434828262.954,0.679,-0.192,-0.664,-0.247,1
1661434828263.9612,0.68,-0.199,-0.655,-0.264,1
1661434828264.95,0.696,-0.181,-0.649,-0.25,1
1661434828265.9868,0.766,-0.085,-0.619,-0.15,1
1661434828266.99,0.771,-0.075,-0.617,-0.138,1
1661434828266.99,0.775,-0.065,-0.616,-0.125,1
1661434828320.338,0.779,-0.054,-0.614,-0.113,1
1661434828321.335,0.782,-0.044,-0.614,-0.1,1
1661434828325.326,0.784,-0.034,-0.614,-0.088,1
1661434828380.244,0.785,-0.024,-0.615,-0.076,1
1661434828560.837,0.784,-0.014,-0.618,-0.065,1
1661434828561.449,0.78,-0.006,-0.623,-0.056,1
1661434828562.47,0.76,0.017,-0.649,-0.039,1
1661434828563.517,0.759,0.019,-0.65,-0.038,1
1661434828564.406,0.759,0.019,-0.65,-0.038,1
1661434828565.407,0.759,0.018,-0.649,-0.039,1
1661434828566.4402,0.76,0.016,-0.648,-0.041,1
1661434828567.398,0.762,0.013,-0.647,-0.044,1
1661434828568.395,0.762,0.008,-0.645,-0.047,1
1661434828619.828,0.762,0.003,-0.645,-0.051,1
1661434828621.819,0.761,-0.003,-0.646,-0.055,1
1661434828622.8198,0.759,-0.009,-0.648,-0.06,1
1661434828624.815,0.757,-0.016,-0.65,-0.064,1
1661434828625.8088,0.754,-0.024,-0.652,-0.07,1
1661434828860.433,0.752,-0.033,-0.654,-0.076,1
1661434828862.241,0.749,-0.042,-0.656,-0.082,1
1661434828863.238,0.746,-0.051,-0.658,-0.089,1
1661434828864.322,0.743,-0.061,-0.66,-0.096,1
1661434828865.236,0.739,-0.072,-0.661,-0.104,1
1661434828867.228,0.735,-0.083,-0.663,-0.112,1
1661434828868.224,0.731,-0.094,-0.665,-0.121,1
1661434828869.221,0.697,-0.163,-0.675,-0.178,1
1661434828869.221,0.639,-0.247,-0.67,-0.286,1
1661434828920.501,0.635,-0.248,-0.671,-0.29,1
1661434828980.052,0.633,-0.248,-0.673,-0.293,1
1661434828980.707,0.631,-0.247,-0.674,-0.294,1
1661434828981.7048,0.631,-0.245,-0.675,-0.295,1
1661434828982.727,0.631,-0.242,-0.675,-0.295,1
1661434828983.738,0.633,-0.238,-0.676,-0.294,1
1661434828984.734,0.635,-0.233,-0.676,-0.292,1
1661434828985.709,0.639,-0.227,-0.676,-0.289,1
1661434828986.692,0.643,-0.221,-0.676,-0.285,1
1661434828988.6848,0.647,-0.214,-0.675,-0.281,1
1661434829040.37,0.652,-0.207,-0.675,-0.276,1
1661434829041.367,0.658,-0.199,-0.675,-0.27,1
1661434829100.403,0.663,-0.19,-0.674,-0.263,1
1661434829102.206,0.745,-0.023,-0.661,-0.088,1
1661434829103.2031,0.743,-0.017,-0.664,-0.079,1
1661434829104.202,0.741,-0.013,-0.667,-0.071,1
1661434829105.198,0.74,-0.01,-0.67,-0.065,1
1661434829106.23,0.739,-0.009,-0.671,-0.061,1
1661434829107.1912,0.739,-0.01,-0.671,-0.058,1
1661434829108.1892,0.741,-0.012,-0.669,-0.055,1
1661434829109.223,0.743,-0.016,-0.667,-0.053,1
1661434829160.429,0.746,-0.021,-0.664,-0.051,1
1661434837800.098,0.696,-0.303,-0.651,0.02,1
1661434837801.679,0.696,-0.294,-0.655,0.011,1
1661434837802.6782,0.697,-0.285,-0.658,0.003,1
1661434837803.674,0.697,-0.276,-0.662,-0.006,1
1661434837804.669,0.698,-0.258,-0.667,-0.022,1
1661434837805.698,0.699,-0.25,-0.67,-0.029,1
1661434837805.698,0.699,-0.241,-0.672,-0.037,1
1661434837807.663,0.7,-0.233,-0.674,-0.044,1
1661434837808.6592,0.701,-0.225,-0.675,-0.051,1
1661434837860.744,0.702,-0.217,-0.676,-0.058,1
1661434837861.5178,0.703,-0.209,-0.677,-0.064,1
1661434837862.541,0.703,-0.201,-0.678,-0.07,1
1661434837863.512,0.704,-0.194,-0.679,-0.076,1
1661434837864.511,0.705,-0.187,-0.679,-0.082,1
1661434837864.511,0.706,-0.18,-0.679,-0.088,1
1661434837865.508,0.707,-0.174,-0.679,-0.093,1
1661434837866.53,0.708,-0.167,-0.679,-0.099,1
1661434837867.538,0.709,-0.161,-0.678,-0.104,1
1661434837920.202,0.71,-0.155,-0.678,-0.108,1
1661434837921.174,0.711,-0.149,-0.678,-0.112,1
1661434837923.1711,0.712,-0.144,-0.678,-0.116,1
1661434837925.164,0.712,-0.138,-0.678,-0.119,1
1661434837926.1602,0.712,-0.133,-0.678,-0.122,1
1661434837928.353,0.712,-0.127,-0.679,-0.125,1
1661434837929.152,0.712,-0.122,-0.68,-0.127,1
1661434837930.15,0.712,-0.117,-0.681,-0.128,1
1661434837931.146,0.711,-0.112,-0.682,-0.13,1
1661434838040.52,0.711,-0.108,-0.682,-0.131,1
1661434838101.075,0.711,-0.103,-0.683,-0.132,1
1661434838102.108,0.71,-0.099,-0.684,-0.133,1
1661434838103.068,0.71,-0.095,-0.685,-0.133,1
1661434838104.065,0.709,-0.091,-0.687,-0.134,1
1661434838105.063,0.708,-0.088,-0.688,-0.134,1
1661434838107.058,0.708,-0.085,-0.689,-0.134,1
1661434838108.0552,0.707,-0.082,-0.689,-0.134,1
1661434838109.053,0.707,-0.08,-0.69,-0.133,1
1661434838110.05,0.707,-0.079,-0.691,-0.133,1
1661434838160.342,0.706,-0.078,-0.691,-0.133,1
1661434838161.339,0.706,-0.077,-0.691,-0.133,1
1661434838162.3362,0.705,-0.078,-0.693,-0.134,1
1661434838163.363,0.702,-0.079,-0.694,-0.135,1
1661434838164.332,0.7,-0.081,-0.697,-0.136,1
1661434838167.324,0.697,-0.084,-0.699,-0.138,1
1661434838168.322,0.694,-0.088,-0.701,-0.141,1
1661434838169.3188,0.691,-0.093,-0.702,-0.146,1
1661434838170.317,0.688,-0.099,-0.703,-0.152,1
1661434838280.744,0.684,-0.106,-0.704,-0.159,1
1661434838281.312,0.68,-0.114,-0.705,-0.167,1
1661434838282.2722,0.676,-0.122,-0.705,-0.176,1
1661434838282.2722,0.673,-0.132,-0.704,-0.185,1
1661434838283.303,0.66,-0.162,-0.7,-0.219,1
1661434838284.2668,0.656,-0.172,-0.698,-0.231,1
1661434838340.77,0.651,-0.182,-0.696,-0.244,1
1661434838342.12,0.645,-0.192,-0.694,-0.256,1
1661434838342.12,0.638,-0.202,-0.693,-0.268,1
1661434838459.87,0.63,-0.211,-0.693,-0.279,1
1661434838460.845,0.622,-0.22,-0.693,-0.29,1
1661434838461.87,0.616,-0.229,-0.692,-0.299,1
1661434838462.835,0.61,-0.236,-0.691,-0.308,1
1661434838463.833,0.606,-0.241,-0.689,-0.317,1
1661434838464.8298,0.603,-0.245,-0.687,-0.324,1
1661434838465.827,0.6,-0.248,-0.685,-0.33,1
1661434838466.826,0.599,-0.25,-0.683,-0.335,1
1661434838640.77,0.599,-0.251,-0.681,-0.338,1
1661434838642.0469,0.599,-0.251,-0.68,-0.341,1
1661434838700.191,0.6,-0.25,-0.679,-0.342,1
1661434838701.06,0.602,-0.249,-0.677,-0.342,1
1661434838701.896,0.605,-0.247,-0.676,-0.341,1
1661434838703.8528,0.609,-0.244,-0.674,-0.339,1
1661434838704.852,0.614,-0.241,-0.672,-0.337,1
1661434838706.062,0.619,-0.237,-0.67,-0.333,1
1661434838706.845,0.625,-0.233,-0.668,-0.329,1
1661434838707.8682,0.632,-0.229,-0.666,-0.324,1
1661434838708.88,0.639,-0.223,-0.664,-0.319,1
1661434838819.776,0.646,-0.218,-0.661,-0.313,1
1661434838820.734,0.655,-0.212,-0.658,-0.306,1
1661434838822.734,0.663,-0.205,-0.655,-0.299,1
1661434838823.798,0.742,-0.128,-0.62,-0.218,1
1661434838880.362,0.75,-0.118,-0.617,-0.208,1
1661434838882.03,0.756,-0.107,-0.615,-0.197,1
1661434838883.013,0.762,-0.097,-0.612,-0.186,1
1661434838884.0088,0.767,-0.086,-0.611,-0.175,1
1661434838885.006,0.772,-0.075,-0.61,-0.164,1
1661434838885.006,0.776,-0.064,-0.609,-0.153,1
1661434838886.005,0.779,-0.053,-0.608,-0.141,1
1661434838888.0,0.805,0.003,-0.591,-0.042,1
1661434838889.994,0.809,0.0,-0.586,-0.039,1
1661434839000.498,0.81,-0.023,-0.584,-0.05,1
1661434839001.4492,0.807,-0.03,-0.587,-0.056,1
1661434839002.446,0.804,-0.038,-0.589,-0.063,1
1661434839003.442,0.801,-0.046,-0.592,-0.072,1
1661434839004.441,0.798,-0.054,-0.595,-0.081,1
1661434839005.439,0.794,-0.063,-0.597,-0.091,1
1661434839006.434,0.79,-0.073,-0.6,-0.101,1
1661434839007.432,0.786,-0.083,-0.603,-0.112,1
1661434839060.792,0.78,-0.093,-0.606,-0.124,1
1661434839061.315,0.748,-0.134,-0.626,-0.171,1
1661434839062.285,0.739,-0.145,-0.633,-0.183,1
1661434839063.283,0.728,-0.155,-0.639,-0.195,1
1661434839180.345,0.717,-0.165,-0.645,-0.206,1
1661434839181.338,0.681,-0.196,-0.665,-0.235,1
1661434839182.3608,0.67,-0.205,-0.671,-0.244,1
1661434839300.267,0.659,-0.215,-0.675,-0.252,1
1661434839301.947,0.649,-0.224,-0.679,-0.26,1
1661434839302.9138,0.641,-0.232,-0.681,-0.268,1
1661434839303.912,0.634,-0.24,-0.681,-0.276,1
1661434839360.139,0.628,-0.247,-0.682,-0.283,1
1661434839361.0898,0.624,-0.253,-0.681,-0.289,1
1661434839362.13,0.62,-0.258,-0.68,-0.295,1
1661434839363.085,0.616,-0.267,-0.673,-0.31,1
1661434839363.085,0.616,-0.266,-0.673,-0.311,1
1661434839364.083,0.617,-0.265,-0.673,-0.311,1
1661434839365.105,0.618,-0.264,-0.673,-0.31,1
1661434839366.112,0.619,-0.261,-0.673,-0.309,1
1661434839367.107,0.622,-0.258,-0.673,-0.306,1
1661434839419.7458,0.625,-0.254,-0.673,-0.303,1
1661434839479.5671,0.628,-0.249,-0.673,-0.3,1
1661434839480.5642,0.633,-0.244,-0.672,-0.296,1
1661434839481.536,0.639,-0.237,-0.671,-0.292,1
1661434839482.533,0.645,-0.231,-0.669,-0.288,1
1661434839483.53,0.652,-0.224,-0.667,-0.283,1
1661434839484.528,0.705,-0.162,-0.647,-0.239,1
1661434839485.525,0.713,-0.153,-0.644,-0.231,1
1661434839486.523,0.721,-0.142,-0.641,-0.222,1
1661434839487.52,0.785,-0.04,-0.606,-0.122,1
1661434839540.2542,0.79,-0.031,-0.602,-0.112,1
1661434839541.224,0.794,-0.023,-0.599,-0.102,1
1661434839542.222,0.798,-0.016,-0.596,-0.091,1
1661434839660.554,0.808,0.001,-0.585,-0.065,1
1661434839661.699,0.811,0.005,-0.582,-0.058,1
1661434839662.7048,0.813,0.008,-0.579,-0.053,1
1661434839780.4202,0.815,0.01,-0.577,-0.048,1
1661434839781.378,0.817,0.011,-0.575,-0.044,1
1661434839782.392,0.818,0.012,-0.574,-0.042,1
1661434839840.737,0.818,0.012,-0.574,-0.041,1
1661434839841.614,0.818,0.011,-0.574,-0.041,1
1661434839900.674,0.817,0.009,-0.575,-0.043,1
1661434839901.448,0.809,-0.006,-0.584,-0.061,1
1661434839902.693,0.807,-0.012,-0.587,-0.068,1
1661434839903.422,0.804,-0.018,-0.589,-0.076,1
1661434839904.4211,0.801,-0.026,-0.592,-0.084,1
1661434839906.417,0.798,-0.034,-0.594,-0.094,1
1661434839907.41,0.795,-0.042,-0.597,-0.103,1
1661434839908.408,0.791,-0.051,-0.599,-0.114,1
1661434840020.2798,0.787,-0.061,-0.601,-0.124,1
1661434840021.718,0.783,-0.07,-0.603,-0.136,1
1661434840022.6929,0.778,-0.081,-0.605,-0.147,1
1661434840023.688,0.774,-0.091,-0.606,-0.16,1
1661434840024.686,0.768,-0.101,-0.608,-0.172,1
1661434840140.409,0.763,-0.112,-0.609,-0.185,1
1661434840200.386,0.727,-0.171,-0.613,-0.258,1
1661434840260.102,0.722,-0.18,-0.612,-0.269,1
1661434840260.786,0.716,-0.189,-0.611,-0.28,1
1661434840261.782,0.68,-0.238,-0.611,-0.328,1
1661434840262.819,0.679,-0.239,-0.613,-0.327,1
1661434840320.08,0.678,-0.239,-0.614,-0.325,1
1661434840321.026,0.683,-0.232,-0.617,-0.315,1
1661434840323.477,0.686,-0.228,-0.617,-0.311,1
1661434840325.0178,0.704,-0.203,-0.617,-0.287,1
1661434840326.0142,0.709,-0.197,-0.616,-0.281,1
1661434840327.012,0.714,-0.19,-0.616,-0.274,1
1661434840328.008,0.719,-0.183,-0.615,-0.267,1
1661434840330.096,0.724,-0.175,-0.614,-0.26,1
1661434840331.026,0.73,-0.167,-0.612,-0.253,1
1661434840440.372,0.736,-0.159,-0.611,-0.245,1
1661434840441.285,0.742,-0.15,-0.609,-0.237,1
1661434840442.228,0.77,-0.105,-0.6,-0.19,1
1661434840443.199,0.774,-0.095,-0.599,-0.179,1
1661434840500.145,0.779,-0.086,-0.598,-0.168,1
1661434840500.8088,0.783,-0.077,-0.597,-0.157,1
1661434840501.796,0.787,-0.069,-0.595,-0.146,1
1661434840620.3389,0.813,-0.027,-0.577,-0.077,1
1661434840621.303,0.812,-0.03,-0.577,-0.079,1
1661434840622.301,0.804,-0.057,-0.582,-0.105,1
1661434840740.828,0.801,-0.064,-0.584,-0.112,1
1661434840741.981,0.798,-0.072,-0.586,-0.12,1
1661434840743.053,0.794,-0.08,-0.589,-0.129,1
1661434840743.9749,0.779,-0.107,-0.598,-0.156,1
1661434840744.973,0.773,-0.116,-0.601,-0.166,1
1661434840800.164,0.767,-0.126,-0.604,-0.176,1
1661434840860.475,0.76,-0.136,-0.607,-0.186,1
1661434840919.677,0.753,-0.145,-0.61,-0.197,1
1661434840921.673,0.746,-0.155,-0.614,-0.208,1
1661434840922.669,0.738,-0.164,-0.617,-0.218,1
1661434840923.671,0.729,-0.174,-0.621,-0.229,1
1661434840924.663,0.721,-0.184,-0.624,-0.239,1
1661434840925.688,0.687,-0.221,-0.633,-0.281,1
1661434840926.658,0.679,-0.229,-0.634,-0.291,1
1661434840927.68,0.671,-0.237,-0.635,-0.301,1
1661434840928.654,0.665,-0.243,-0.635,-0.31,1
1661434841040.69,0.649,-0.257,-0.634,-0.331,1
1661434841041.692,0.647,-0.26,-0.633,-0.337,1
1661434841042.689,0.645,-0.262,-0.632,-0.341,1
1661434841042.689,0.666,-0.245,-0.626,-0.323,1
1661434841043.687,0.672,-0.24,-0.625,-0.317,1
1661434841044.6848,0.678,-0.234,-0.624,-0.311,1
1661434841047.3489,0.751,-0.15,-0.602,-0.224,1
1661434841047.6748,0.757,-0.14,-0.601,-0.214,1
1661434841048.6729,0.763,-0.13,-0.6,-0.203,1
1661434841099.884,0.768,-0.12,-0.599,-0.192,1
1661434841101.532,0.773,-0.109,-0.598,-0.181,1
1661434841102.528,0.814,-0.029,-0.573,-0.09,1
1661434841103.528,0.819,-0.021,-0.568,-0.079,1
1661434841104.524,0.837,0.004,-0.546,-0.03,1
1661434841105.521,0.839,0.007,-0.544,-0.024,1
1661434841106.519,0.84,0.008,-0.542,-0.019,1
1661434841109.16,0.841,0.008,-0.541,-0.016,1
1661434841110.523,0.841,0.008,-0.541,-0.014,1
1661434841160.125,0.841,0.006,-0.541,-0.014,1
1661434841220.494,0.841,0.004,-0.541,-0.016,1
1661434841221.414,0.84,0.0,-0.542,-0.018,1
1661434841222.411,0.839,-0.004,-0.543,-0.022,1
1661434841223.408,0.833,-0.03,-0.551,-0.049,1
1661434841224.406,0.83,-0.038,-0.553,-0.058,1
1661434841227.398,0.827,-0.046,-0.556,-0.067,1
1661434841227.398,0.824,-0.055,-0.559,-0.076,1
1661434841228.395,0.819,-0.065,-0.563,-0.086,1
1661434841230.391,0.815,-0.075,-0.567,-0.096,1
1661434841460.803,0.81,-0.085,-0.571,-0.107,1
1661434841462.1738,0.804,-0.095,-0.575,-0.118,1
1661434841462.1738,0.797,-0.106,-0.58,-0.129,1
1661434841580.568,0.79,-0.117,-0.585,-0.14,1
1661434841581.537,0.782,-0.127,-0.59,-0.151,1
1661434841582.533,0.774,-0.138,-0.596,-0.163,1
1661434841583.531,0.766,-0.15,-0.601,-0.174,1
1661434841584.528,0.756,-0.161,-0.606,-0.186,1
1661434841760.505,0.747,-0.173,-0.611,-0.198,1
1661434841820.3462,0.737,-0.184,-0.616,-0.21,1
1661434841940.777,0.726,-0.195,-0.621,-0.221,1
1661434841942.17,0.715,-0.207,-0.626,-0.233,1
1661434841943.197,0.704,-0.217,-0.63,-0.245,1
1661434841943.726,0.693,-0.228,-0.634,-0.256,1
1661434841944.762,0.683,-0.238,-0.637,-0.267,1
1661434841999.93,0.674,-0.247,-0.639,-0.277,1
1661434842001.576,0.666,-0.255,-0.639,-0.287,1
1661434842060.7678,0.66,-0.262,-0.638,-0.297,1
1661434842062.02,0.655,-0.267,-0.637,-0.306,1
1661434842062.02,0.651,-0.272,-0.635,-0.313,1
1661434842180.872,0.648,-0.276,-0.634,-0.319,1
1661434842181.8682,0.645,-0.279,-0.633,-0.324,1
1661434842240.621,0.679,-0.238,-0.634,-0.285,1
1661434842242.1218,0.686,-0.23,-0.631,-0.279,1
1661434842242.1218,0.694,-0.222,-0.629,-0.272,1
1661434842243.145,0.771,-0.129,-0.597,-0.182,1
1661434842244.116,0.778,-0.119,-0.593,-0.172,1
1661434842245.1128,0.784,-0.109,-0.589,-0.161,1
1661434842246.1108,0.791,-0.1,-0.584,-0.15,1
1661434842247.109,0.798,-0.091,-0.579,-0.138,1
1661434842248.106,0.831,-0.017,-0.555,-0.032,1
1661434842540.593,0.822,-0.023,-0.567,-0.038,1
1661434842541.3289,0.785,-0.105,-0.595,-0.138,1
1661434842542.351,0.78,-0.115,-0.597,-0.149,1
1661434842543.323,0.774,-0.125,-0.6,-0.16,1
1661434842544.388,0.768,-0.135,-0.603,-0.171,1
1661434842545.324,0.761,-0.145,-0.606,-0.182,1
1661434842547.262,0.746,-0.165,-0.612,-0.203,1
1661434842547.874,0.738,-0.175,-0.615,-0.213,1
1661434842548.863,0.701,-0.222,-0.627,-0.258,1
1661434842660.596,0.695,-0.23,-0.628,-0.265,1
1661434842661.597,0.688,-0.238,-0.629,-0.272,1
1661434842662.61,0.657,-0.275,-0.631,-0.308,1
1661434842663.602,0.658,-0.274,-0.631,-0.307,1
1661434842664.5862,0.67,-0.259,-0.629,-0.297,1
1661434842664.5862,0.674,-0.255,-0.628,-0.294,1
1661434842666.58,0.679,-0.249,-0.627,-0.29,1
1661434842667.602,0.684,-0.244,-0.626,-0.285,1
1661434842668.592,0.689,-0.238,-0.625,-0.28,1
1661434842780.367,0.694,-0.231,-0.624,-0.275,1
1661434842782.0662,0.699,-0.224,-0.623,-0.269,1
1661434842783.064,0.705,-0.217,-0.621,-0.263,1
1661434842784.06,0.712,-0.209,-0.62,-0.256,1
1661434842785.058,0.833,-0.01,-0.553,-0.01,1
1661434842787.084,0.835,-0.005,-0.551,-0.003,1
1661434842900.34,0.836,-0.0,-0.548,0.003,1
1661434842901.338,0.838,0.004,-0.546,0.009,1
1661434842902.393,0.839,0.007,-0.544,0.013,1
1661434842903.334,0.839,0.009,-0.544,0.015,1
1661434842904.33,0.839,0.01,-0.544,0.017,1
1661434842960.041,0.839,0.01,-0.544,0.017,1
1661434842960.9958,0.838,0.009,-0.546,0.016,1
1661434842962.02,0.834,-0.003,-0.552,-0.001,1
1661434843019.841,0.832,-0.008,-0.554,-0.007,1
1661434843080.03,0.831,-0.014,-0.556,-0.014,1
1661434843200.98,0.829,-0.02,-0.558,-0.023,1
1661434843201.977,0.827,-0.028,-0.56,-0.031,1
1661434843202.975,0.825,-0.036,-0.563,-0.04,1
1661434843203.971,0.821,-0.044,-0.567,-0.05,1
1661434843204.969,0.818,-0.053,-0.57,-0.06,1
1661434843205.966,0.789,-0.103,-0.594,-0.116,1
1661434843206.964,0.782,-0.114,-0.599,-0.128,1
1661434843208.957,0.774,-0.125,-0.604,-0.14,1
1661434843209.955,0.767,-0.136,-0.609,-0.152,1
1661434843260.5269,0.759,-0.148,-0.612,-0.165,1
1661434843260.906,0.751,-0.159,-0.616,-0.178,1
1661434843261.863,0.743,-0.17,-0.618,-0.19,1
1661434843262.862,0.701,-0.222,-0.627,-0.257,1
1661434843263.895,0.696,-0.228,-0.627,-0.265,1
1661434843264.868,0.691,-0.233,-0.627,-0.273,1
1661434843265.853,0.688,-0.237,-0.627,-0.279,1
1661434843266.8518,0.684,-0.24,-0.627,-0.284,1
1661434843266.8518,0.678,-0.244,-0.629,-0.29,1
1661434843320.089,0.676,-0.245,-0.631,-0.292,1
1661434843321.087,0.675,-0.245,-0.632,-0.292,1
1661434843323.092,0.678,-0.238,-0.634,-0.285,1
1661434843324.089,0.736,-0.165,-0.619,-0.221,1
1661434843326.131,0.771,-0.113,-0.604,-0.168,1
1661434843327.072,0.776,-0.104,-0.602,-0.158,1
1661434843328.072,0.781,-0.094,-0.6,-0.147,1
1661434843330.064,0.785,-0.084,-0.598,-0.137,1
1661434843331.0808,0.789,-0.075,-0.597,-0.126,1
1661434843380.1702,0.791,-0.065,-0.597,-0.115,1
1661434843381.1692,0.793,-0.056,-0.598,-0.104,1
1661434843382.167,0.794,-0.047,-0.599,-0.093,1
1661434843383.1638,0.795,-0.038,-0.6,-0.082,1
1661434843384.161,0.796,-0.03,-0.6,-0.072,1
1661434843385.165,0.797,-0.022,-0.6,-0.063,1
1661434843386.156,0.799,-0.015,-0.598,-0.054,1
1661434843387.1528,0.802,-0.009,-0.596,-0.046,1
1661434843387.1528,0.804,-0.004,-0.593,-0.038,1
1661434843440.155,0.806,0.001,-0.591,-0.031,1
1661434843441.8171,0.808,0.004,-0.588,-0.026,1
1661434843441.8171,0.81,0.007,-0.586,-0.022,1
1661434843442.8142,0.812,0.008,-0.583,-0.019,1
1661434843443.8428,0.813,0.009,-0.582,-0.017,1
1661434843444.809,0.814,0.009,-0.581,-0.017,1
1661434843447.7998,0.814,0.007,-0.58,-0.017,1
1661434843448.8,0.814,0.005,-0.58,-0.019,1
1661434843448.8,0.814,0.002,-0.58,-0.023,1
1661434843500.762,0.813,-0.002,-0.581,-0.027,1
1661434843502.047,0.812,-0.007,-0.583,-0.032,1
1661434843503.072,0.811,-0.013,-0.584,-0.038,1
1661434843504.05,0.809,-0.02,-0.586,-0.045,1
1661434843505.0508,0.807,-0.027,-0.588,-0.053,1
1661434843506.0388,0.804,-0.036,-0.59,-0.062,1
1661434843507.035,0.801,-0.044,-0.593,-0.071,1
1661434843560.688,0.797,-0.054,-0.596,-0.081,1
1661434843561.899,0.792,-0.064,-0.6,-0.091,1
1661434843562.885,0.787,-0.074,-0.604,-0.102,1
1661434843562.885,0.781,-0.085,-0.608,-0.113,1
1661434843563.919,0.775,-0.097,-0.612,-0.124,1
1661434843564.9058,0.768,-0.108,-0.616,-0.136,1
1661434843619.7332,0.761,-0.12,-0.62,-0.147,1
1661434843621.731,0.753,-0.131,-0.625,-0.159,1
1661434843622.724,0.744,-0.143,-0.63,-0.17,1
1661434843623.7222,0.736,-0.155,-0.633,-0.182,1
1661434843679.935,0.728,-0.167,-0.636,-0.193,1
1661434843740.315,0.721,-0.178,-0.638,-0.204,1
1661434843800.802,0.715,-0.188,-0.639,-0.215,1
1661434843802.036,0.708,-0.198,-0.639,-0.225,1
1661434843803.035,0.703,-0.207,-0.639,-0.235,1
1661434843804.032,0.698,-0.215,-0.638,-0.245,1
1661434843807.022,0.693,-0.222,-0.637,-0.253,1
1661434843808.031,0.69,-0.227,-0.636,-0.26,1
1661434843808.031,0.686,-0.232,-0.636,-0.266,1
1661434843810.016,0.682,-0.235,-0.637,-0.271,1
1661434843811.013,0.679,-0.238,-0.638,-0.275,1
1661434843919.78,0.676,-0.24,-0.639,-0.278,1
1661434843921.7751,0.674,-0.241,-0.64,-0.28,1
1661434843980.592,0.672,-0.242,-0.641,-0.281,1
1661434843981.436,0.671,-0.242,-0.642,-0.282,1
1661434843982.398,0.671,-0.24,-0.642,-0.282,1
1661434843983.395,0.672,-0.239,-0.642,-0.281,1
1661434843984.3918,0.674,-0.236,-0.641,-0.28,1
1661434843985.389,0.677,-0.233,-0.64,-0.278,1
1661434843986.387,0.68,-0.229,-0.639,-0.277,1
1661434843987.384,0.683,-0.225,-0.638,-0.274,1
1661434843988.3809,0.687,-0.221,-0.637,-0.272,1
1661434844040.394,0.69,-0.215,-0.636,-0.269,1
1661434844041.266,0.694,-0.21,-0.635,-0.265,1
1661434844042.263,0.699,-0.204,-0.634,-0.261,1
1661434844043.274,0.703,-0.198,-0.633,-0.257,1
1661434844044.231,0.708,-0.191,-0.631,-0.252,1
1661434844045.254,0.714,-0.184,-0.629,-0.247,1
1661434844046.23,0.72,-0.176,-0.627,-0.241,1
1661434844047.224,0.726,-0.168,-0.624,-0.234,1
1661434844047.224,0.732,-0.16,-0.621,-0.227,1
1661434844100.771,0.739,-0.152,-0.619,-0.219,1
1661434844101.086,0.745,-0.144,-0.617,-0.211,1
1661434844220.5962,0.751,-0.135,-0.614,-0.202,1
1661434844340.677,0.756,-0.126,-0.612,-0.193,1
1661434844341.675,0.773,-0.099,-0.605,-0.163,1
1661434844342.672,0.779,-0.09,-0.602,-0.152,1
1661434844342.672,0.784,-0.081,-0.599,-0.142,1
1661434844519.99,0.79,-0.072,-0.595,-0.131,1
1661434844520.736,0.795,-0.063,-0.591,-0.12,1
1661434844700.824,0.8,-0.054,-0.588,-0.109,1
1661434844702.176,0.804,-0.046,-0.585,-0.098,1
1661434844703.1729,0.808,-0.038,-0.581,-0.087,1
1661434844704.171,0.812,-0.031,-0.578,-0.076,1
1661434844760.753,0.815,-0.024,-0.576,-0.066,1
1661434844761.457,0.818,-0.018,-0.573,-0.057,1
1661434844762.406,0.82,-0.012,-0.57,-0.049,1
1661434844763.368,0.822,-0.008,-0.567,-0.042,1
1661434844764.366,0.825,-0.005,-0.565,-0.037,1
1661434844765.362,0.826,-0.002,-0.563,-0.032,1
1661434844766.361,0.827,-0.0,-0.561,-0.029,1
1661434844767.3582,0.827,0.0,-0.561,-0.027,1
1661434844767.3582,0.827,-0.0,-0.562,-0.027,1
