time (s),w,x-axis,y-axis,z-axis,class
1661435216222.832,0.949,-0.008,-0.081,-0.304,3
1661435216223.829,0.948,0.008,-0.084,-0.308,3
1661435216223.829,0.946,0.025,-0.086,-0.311,3
1661435216224.8708,0.944,0.042,-0.089,-0.315,3
1661435216289.72,0.941,0.06,-0.091,-0.319,3
1661435216339.794,0.939,0.078,-0.092,-0.323,3
1661435216341.585,0.936,0.096,-0.094,-0.326,3
1661435216342.581,0.932,0.115,-0.095,-0.33,3
1661435216343.579,0.928,0.133,-0.095,-0.334,3
1661435216344.589,0.924,0.152,-0.096,-0.337,3
1661435216345.5989,0.92,0.17,-0.097,-0.341,3
1661435216346.597,0.915,0.189,-0.097,-0.344,3
1661435216347.568,0.91,0.206,-0.097,-0.347,3
1661435216348.5652,0.905,0.223,-0.096,-0.35,3
1661435216399.779,0.9,0.239,-0.097,-0.352,3
1661435216401.4238,0.894,0.254,-0.098,-0.355,3
1661435216402.422,0.889,0.268,-0.099,-0.357,3
1661435216402.422,0.885,0.281,-0.1,-0.359,3
1661435216403.42,0.88,0.292,-0.101,-0.361,3
1661435216404.416,0.875,0.303,-0.102,-0.363,3
1661435216405.454,0.871,0.313,-0.103,-0.364,3
1661435216406.411,0.867,0.322,-0.102,-0.365,3
1661435216460.467,0.864,0.329,-0.101,-0.366,3
1661435216462.093,0.862,0.336,-0.1,-0.367,3
1661435216463.0898,0.859,0.341,-0.097,-0.368,3
1661435216464.111,0.858,0.345,-0.095,-0.369,3
1661435216465.085,0.857,0.348,-0.092,-0.369,3
1661435216467.0789,0.856,0.35,-0.088,-0.37,3
1661435216520.657,0.857,0.35,-0.084,-0.37,3
1661435216520.962,0.857,0.349,-0.079,-0.37,3
1661435216521.932,0.859,0.347,-0.075,-0.37,3
1661435216522.967,0.86,0.344,-0.071,-0.37,3
1661435216523.928,0.863,0.339,-0.067,-0.37,3
1661435216524.925,0.865,0.333,-0.064,-0.369,3
1661435216580.162,0.868,0.326,-0.061,-0.369,3
1661435216581.1638,0.872,0.317,-0.058,-0.369,3
1661435216582.156,0.875,0.307,-0.056,-0.369,3
1661435216582.156,0.879,0.296,-0.054,-0.369,3
1661435216583.153,0.884,0.284,-0.051,-0.368,3
1661435216640.637,0.889,0.271,-0.048,-0.367,3
1661435216641.886,0.893,0.257,-0.044,-0.366,3
1661435216642.951,0.898,0.241,-0.04,-0.364,3
1661435216643.883,0.904,0.225,-0.037,-0.363,3
1661435216644.877,0.909,0.208,-0.033,-0.361,3
1661435216646.87,0.913,0.191,-0.03,-0.358,3
1661435216647.893,0.918,0.173,-0.026,-0.355,3
1661435216700.043,0.923,0.155,-0.021,-0.352,3
1661435216701.042,0.927,0.136,-0.017,-0.349,3
1661435216702.046,0.931,0.118,-0.014,-0.346,3
1661435216703.0352,0.934,0.099,-0.01,-0.342,3
1661435216704.032,0.938,0.081,-0.007,-0.338,3
1661435216760.466,0.94,0.063,-0.003,-0.335,3
1661435216762.954,0.942,0.045,0.001,-0.331,3
1661435216763.279,0.944,0.028,0.005,-0.328,3
1661435216764.2751,0.946,0.011,0.009,-0.325,3
1661435216765.275,0.947,-0.005,0.014,-0.322,3
1661435216768.1638,0.947,-0.02,0.018,-0.319,3
1661435216820.044,0.948,-0.035,0.021,-0.316,3
1661435216820.551,0.948,-0.05,0.023,-0.313,3
1661435216821.552,0.948,-0.063,0.025,-0.31,3
1661435216822.572,0.948,-0.076,0.025,-0.307,3
1661435216823.544,0.948,-0.088,0.024,-0.305,3
1661435216824.541,0.948,-0.099,0.023,-0.302,3
1661435216880.124,0.948,-0.11,0.022,-0.299,3
1661435216881.389,0.947,-0.12,0.022,-0.297,3
1661435216882.412,0.947,-0.129,0.021,-0.295,3
1661435216883.384,0.946,-0.138,0.02,-0.293,3
1661435216883.384,0.945,-0.147,0.02,-0.291,3
1661435216884.382,0.945,-0.154,0.019,-0.289,3
1661435216940.256,0.944,-0.161,0.019,-0.287,3
1661435216941.258,0.943,-0.167,0.019,-0.286,3
1661435216942.2268,0.943,-0.172,0.019,-0.285,3
1661435216943.227,0.942,-0.177,0.019,-0.284,3
1661435216945.218,0.942,-0.18,0.019,-0.284,3
1661435216945.218,0.941,-0.183,0.018,-0.283,3
1661435217060.73,0.941,-0.185,0.016,-0.283,3
1661435217061.727,0.941,-0.186,0.012,-0.282,3
1661435217062.723,0.941,-0.187,0.007,-0.282,3
1661435217063.721,0.941,-0.187,0.001,-0.281,3
1661435217064.718,0.942,-0.187,-0.006,-0.28,3
1661435217066.711,0.942,-0.186,-0.013,-0.279,3
1661435217067.71,0.942,-0.185,-0.021,-0.278,3
1661435217068.708,0.942,-0.184,-0.029,-0.278,3
1661435217069.707,0.942,-0.184,-0.039,-0.277,3
1661435217120.324,0.942,-0.183,-0.051,-0.275,3
1661435217120.5671,0.942,-0.182,-0.066,-0.273,3
1661435217121.5652,0.942,-0.182,-0.084,-0.271,3
1661435217122.563,0.94,-0.182,-0.105,-0.268,3
1661435217123.5608,0.938,-0.182,-0.127,-0.264,3
1661435217124.5571,0.936,-0.184,-0.153,-0.26,3
1661435217125.555,0.932,-0.184,-0.178,-0.257,3
1661435217126.554,0.928,-0.186,-0.202,-0.253,3
1661435217127.551,0.923,-0.188,-0.223,-0.251,3
1661435217180.409,0.918,-0.19,-0.243,-0.249,3
1661435217181.405,0.913,-0.194,-0.261,-0.248,3
1661435217182.404,0.907,-0.198,-0.279,-0.247,3
1661435217183.4011,0.9,-0.202,-0.297,-0.246,3
1661435217184.399,0.894,-0.206,-0.316,-0.244,3
1661435217186.83,0.886,-0.21,-0.334,-0.243,3
1661435217240.249,0.879,-0.215,-0.351,-0.241,3
1661435217241.2568,0.872,-0.22,-0.367,-0.239,3
1661435217242.271,0.864,-0.224,-0.382,-0.237,3
1661435217243.2402,0.857,-0.229,-0.397,-0.235,3
1661435217278.147,0.851,-0.233,-0.409,-0.232,3
1661435217279.144,0.844,-0.238,-0.421,-0.23,3
1661435217300.154,0.838,-0.242,-0.432,-0.228,3
1661435217301.1528,0.832,-0.247,-0.442,-0.226,3
1661435217302.1482,0.826,-0.251,-0.452,-0.224,3
1661435224740.648,0.666,-0.468,-0.578,-0.053,3
1661435224740.989,0.664,-0.463,-0.585,-0.046,3
1661435224741.992,0.661,-0.457,-0.594,-0.038,3
1661435224742.981,0.657,-0.451,-0.603,-0.03,3
1661435224744.951,0.654,-0.444,-0.613,-0.023,3
1661435224745.949,0.65,-0.436,-0.622,-0.016,3
1661435224746.946,0.647,-0.428,-0.631,-0.011,3
1661435224747.945,0.643,-0.419,-0.64,-0.006,3
1661435224747.945,0.64,-0.41,-0.65,-0.002,3
1661435224800.698,0.636,-0.401,-0.659,0.001,3
1661435224801.799,0.633,-0.391,-0.668,0.005,3
1661435224802.797,0.629,-0.381,-0.678,0.008,3
1661435224803.794,0.624,-0.372,-0.687,0.011,3
1661435224804.791,0.619,-0.362,-0.697,0.014,3
1661435224805.789,0.615,-0.353,-0.705,0.017,3
1661435224806.786,0.612,-0.344,-0.712,0.018,3
1661435224807.783,0.611,-0.335,-0.717,0.018,3
1661435224808.785,0.615,-0.327,-0.718,0.015,3
1661435224860.6418,0.623,-0.32,-0.714,0.009,3
1661435224861.64,0.635,-0.314,-0.706,-0.0,3
1661435224862.64,0.652,-0.308,-0.693,-0.013,3
1661435224863.635,0.672,-0.301,-0.676,-0.029,3
1661435224864.6309,0.818,-0.239,-0.502,-0.147,3
1661435224865.664,0.842,-0.222,-0.462,-0.168,3
1661435224867.065,0.863,-0.203,-0.423,-0.187,3
1661435224867.633,0.88,-0.184,-0.388,-0.206,3
1661435224868.67,0.893,-0.164,-0.355,-0.222,3
1661435224920.561,0.904,-0.143,-0.327,-0.235,3
1661435224921.0989,0.912,-0.122,-0.303,-0.247,3
1661435224922.152,0.918,-0.1,-0.284,-0.257,3
1661435224923.12,0.923,-0.079,-0.268,-0.266,3
1661435224924.0889,0.925,-0.057,-0.256,-0.274,3
1661435224925.09,0.927,-0.035,-0.246,-0.282,3
1661435224926.1091,0.927,-0.014,-0.238,-0.29,3
1661435224927.081,0.926,0.007,-0.232,-0.297,3
1661435224928.08,0.924,0.028,-0.227,-0.305,3
1661435224980.233,0.922,0.049,-0.224,-0.312,3
1661435224980.9712,0.919,0.07,-0.222,-0.319,3
1661435224981.934,0.915,0.091,-0.22,-0.327,3
1661435224982.932,0.91,0.111,-0.218,-0.334,3
1661435224984.926,0.905,0.131,-0.216,-0.341,3
1661435224984.926,0.9,0.15,-0.215,-0.348,3
1661435224985.924,0.895,0.167,-0.215,-0.354,3
1661435224986.961,0.889,0.184,-0.215,-0.361,3
1661435225100.5,0.883,0.199,-0.215,-0.366,3
1661435225160.446,0.878,0.213,-0.215,-0.371,3
1661435225161.4548,0.873,0.225,-0.214,-0.375,3
1661435225162.466,0.869,0.237,-0.212,-0.379,3
1661435225163.471,0.865,0.247,-0.21,-0.382,3
1661435225164.4338,0.862,0.255,-0.209,-0.384,3
1661435225165.4329,0.86,0.262,-0.208,-0.386,3
1661435225166.445,0.858,0.267,-0.208,-0.387,3
1661435225166.445,0.856,0.271,-0.207,-0.388,3
1661435225167.454,0.856,0.273,-0.206,-0.389,3
1661435225220.033,0.856,0.273,-0.204,-0.389,3
1661435225221.682,0.857,0.273,-0.202,-0.388,3
1661435225222.679,0.858,0.271,-0.2,-0.387,3
1661435225222.679,0.861,0.268,-0.197,-0.386,3
1661435225223.677,0.863,0.264,-0.194,-0.384,3
1661435225224.674,0.866,0.258,-0.191,-0.382,3
1661435225225.672,0.87,0.252,-0.189,-0.379,3
1661435225227.666,0.874,0.244,-0.187,-0.377,3
1661435225228.6748,0.878,0.235,-0.186,-0.374,3
1661435225280.35,0.882,0.224,-0.186,-0.37,3
1661435225281.3,0.887,0.213,-0.185,-0.367,3
1661435225282.31,0.891,0.2,-0.185,-0.363,3
1661435225283.296,0.896,0.185,-0.185,-0.358,3
1661435225284.292,0.901,0.17,-0.184,-0.354,3
1661435225285.292,0.906,0.154,-0.182,-0.349,3
1661435225286.3892,0.912,0.136,-0.18,-0.344,3
1661435225287.2852,0.917,0.118,-0.175,-0.339,3
1661435225288.292,0.922,0.099,-0.168,-0.333,3
1661435225342.1162,0.928,0.079,-0.159,-0.328,3
1661435225342.734,0.933,0.058,-0.148,-0.323,3
1661435225343.731,0.937,0.036,-0.136,-0.319,3
1661435225345.729,0.941,0.015,-0.125,-0.314,3
1661435225346.725,0.944,-0.007,-0.115,-0.31,3
1661435225347.7212,0.946,-0.028,-0.106,-0.305,3
1661435225348.732,0.948,-0.048,-0.099,-0.3,3
1661435225349.716,0.949,-0.067,-0.094,-0.294,3
1661435225349.716,0.95,-0.084,-0.09,-0.288,3
1661435225399.928,0.95,-0.1,-0.087,-0.282,3
1661435225400.5789,0.951,-0.114,-0.084,-0.276,3
1661435225401.577,0.951,-0.127,-0.083,-0.27,3
1661435225402.573,0.951,-0.139,-0.082,-0.264,3
1661435225403.572,0.951,-0.149,-0.083,-0.259,3
1661435225404.6062,0.95,-0.158,-0.083,-0.255,3
1661435225405.595,0.95,-0.165,-0.085,-0.251,3
1661435225460.601,0.95,-0.171,-0.086,-0.247,3
1661435225461.6448,0.95,-0.176,-0.088,-0.244,3
1661435225462.631,0.949,-0.179,-0.089,-0.242,3
1661435225463.592,0.949,-0.181,-0.091,-0.24,3
1661435225464.589,0.95,-0.181,-0.092,-0.239,3
1661435225520.659,0.95,-0.18,-0.092,-0.238,3
1661435225521.333,0.95,-0.177,-0.092,-0.238,3
1661435225522.331,0.951,-0.173,-0.092,-0.239,3
1661435225523.328,0.952,-0.167,-0.092,-0.24,3
1661435225524.3271,0.953,-0.16,-0.092,-0.241,3
1661435225526.815,0.954,-0.152,-0.093,-0.243,3
1661435225580.4429,0.954,-0.142,-0.094,-0.245,3
1661435225581.188,0.955,-0.132,-0.095,-0.248,3
1661435225582.17,0.956,-0.12,-0.096,-0.251,3
1661435225583.205,0.956,-0.108,-0.097,-0.255,3
1661435225584.198,0.957,-0.094,-0.097,-0.258,3
1661435225585.162,0.957,-0.08,-0.097,-0.262,3
1661435225639.772,0.957,-0.065,-0.097,-0.267,3
1661435225641.416,0.956,-0.05,-0.097,-0.271,3
1661435225642.448,0.956,-0.034,-0.098,-0.275,3
1661435225643.412,0.955,-0.017,-0.099,-0.28,3
1661435225644.41,0.954,0.001,-0.1,-0.284,3
1661435225645.478,0.952,0.018,-0.101,-0.289,3
1661435225700.292,0.95,0.037,-0.101,-0.294,3
1661435225701.254,0.948,0.055,-0.101,-0.298,3
1661435225702.2532,0.945,0.074,-0.1,-0.303,3
1661435225760.27,0.942,0.092,-0.1,-0.308,3
1661435225761.554,0.938,0.111,-0.1,-0.313,3
1661435225763.048,0.934,0.129,-0.1,-0.317,3
1661435225763.468,0.93,0.147,-0.1,-0.321,3
1661435225764.499,0.926,0.165,-0.101,-0.325,3
1661435225765.462,0.921,0.181,-0.102,-0.329,3
1661435225766.505,0.916,0.196,-0.105,-0.333,3
1661435225767.494,0.911,0.211,-0.107,-0.337,3
1661435225768.488,0.906,0.225,-0.11,-0.341,3
1661435225819.9202,0.901,0.238,-0.112,-0.345,3
1661435225821.5688,0.896,0.249,-0.114,-0.349,3
1661435225821.5688,0.892,0.259,-0.116,-0.352,3
1661435225822.566,0.888,0.268,-0.118,-0.355,3
1661435225879.807,0.884,0.276,-0.119,-0.357,3
1661435225880.805,0.881,0.283,-0.121,-0.36,3
1661435225881.802,0.878,0.287,-0.122,-0.362,3
1661435225882.825,0.876,0.291,-0.124,-0.364,3
1661435225883.801,0.875,0.293,-0.125,-0.365,3
1661435225884.823,0.874,0.295,-0.126,-0.366,3
1661435225885.793,0.873,0.294,-0.126,-0.367,3
1661435225886.789,0.874,0.293,-0.125,-0.367,3
1661435225940.719,0.875,0.291,-0.125,-0.367,3
1661435225941.165,0.876,0.287,-0.124,-0.367,3
1661435225942.163,0.878,0.282,-0.123,-0.366,3
1661435225944.157,0.881,0.276,-0.122,-0.365,3
1661435225945.399,0.884,0.269,-0.121,-0.364,3
1661435225947.581,0.887,0.261,-0.119,-0.362,3
1661435226000.095,0.891,0.251,-0.118,-0.361,3
1661435226001.005,0.894,0.241,-0.115,-0.359,3
1661435226002.002,0.899,0.229,-0.112,-0.357,3
1661435226002.999,0.903,0.217,-0.108,-0.355,3
1661435226003.998,0.908,0.203,-0.104,-0.352,3
1661435226004.994,0.913,0.188,-0.098,-0.35,3
1661435226060.522,0.917,0.173,-0.092,-0.347,3
1661435226062.52,0.922,0.156,-0.085,-0.344,3
1661435226063.515,0.927,0.139,-0.078,-0.341,3
1661435226064.524,0.931,0.121,-0.072,-0.337,3
1661435226065.511,0.935,0.103,-0.065,-0.334,3
1661435226066.506,0.938,0.084,-0.059,-0.33,3
1661435226140.6,0.942,0.066,-0.052,-0.326,3
1661435226179.981,0.944,0.046,-0.046,-0.322,3
1661435226181.491,0.947,0.027,-0.04,-0.318,3
1661435226182.489,0.949,0.008,-0.035,-0.315,3
1661435226183.485,0.95,-0.01,-0.031,-0.311,3
1661435226184.484,0.951,-0.029,-0.026,-0.307,3
1661435226185.4802,0.951,-0.046,-0.021,-0.304,3
1661435226240.619,0.951,-0.064,-0.017,-0.301,3
1661435226241.125,0.951,-0.081,-0.013,-0.298,3
1661435226242.1218,0.951,-0.097,-0.011,-0.295,3
1661435226243.12,0.95,-0.111,-0.008,-0.292,3
1661435226244.118,0.949,-0.125,-0.006,-0.289,3
1661435226245.116,0.948,-0.138,-0.004,-0.287,3
1661435226246.113,0.947,-0.15,-0.003,-0.284,3
1661435226248.106,0.946,-0.16,-0.003,-0.281,3
1661435226249.105,0.945,-0.17,-0.003,-0.279,3
1661435226300.667,0.944,-0.178,-0.004,-0.277,3
1661435226300.992,0.944,-0.185,-0.004,-0.274,3
1661435226301.9631,0.943,-0.19,-0.005,-0.272,3
1661435226302.998,0.943,-0.195,-0.006,-0.271,3
1661435226303.992,0.943,-0.198,-0.007,-0.269,3
1661435226304.955,0.943,-0.199,-0.007,-0.268,3
1661435226305.9531,0.943,-0.199,-0.009,-0.267,3
1661435226306.954,0.943,-0.198,-0.01,-0.267,3
1661435226360.427,0.944,-0.195,-0.012,-0.266,3
1661435226362.147,0.945,-0.19,-0.013,-0.266,3
1661435226363.145,0.946,-0.184,-0.015,-0.267,3
1661435226364.1418,0.947,-0.177,-0.017,-0.268,3
1661435226365.14,0.948,-0.169,-0.019,-0.269,3
1661435226366.17,0.949,-0.16,-0.022,-0.27,3
1661435226479.829,0.95,-0.15,-0.024,-0.272,3
1661435226481.422,0.951,-0.139,-0.027,-0.274,3
1661435226482.471,0.952,-0.127,-0.03,-0.276,3
1661435226483.417,0.953,-0.114,-0.032,-0.279,3
1661435226484.5469,0.954,-0.101,-0.035,-0.281,3
1661435226485.411,0.954,-0.087,-0.038,-0.284,3
1661435226486.409,0.955,-0.073,-0.04,-0.286,3
1661435226487.407,0.955,-0.058,-0.043,-0.289,3
1661435226488.404,0.954,-0.042,-0.046,-0.292,3
1661435226539.574,0.954,-0.026,-0.048,-0.295,3
1661435226541.579,0.953,-0.01,-0.05,-0.298,3
1661435226542.5688,0.952,0.007,-0.052,-0.301,3
1661435226543.568,0.951,0.024,-0.054,-0.304,3
1661435226544.565,0.949,0.042,-0.056,-0.308,3
1661435226545.562,0.947,0.059,-0.057,-0.311,3
1661435226547.559,0.944,0.076,-0.059,-0.315,3
1661435226548.554,0.941,0.094,-0.061,-0.318,3
1661435226576.048,0.938,0.111,-0.063,-0.322,3
1661435226600.466,0.935,0.128,-0.065,-0.326,3
1661435226601.412,0.931,0.144,-0.068,-0.33,3
1661435226602.419,0.926,0.16,-0.071,-0.333,3
1661435226603.406,0.922,0.176,-0.074,-0.337,3
1661435226603.406,0.918,0.19,-0.077,-0.34,3
1661435226604.404,0.913,0.204,-0.08,-0.344,3
1661435226660.509,0.909,0.217,-0.083,-0.347,3
1661435226661.506,0.904,0.229,-0.085,-0.35,3
1661435226663.5,0.9,0.24,-0.087,-0.353,3
1661435226664.5342,0.896,0.25,-0.089,-0.355,3
1661435226665.4949,0.892,0.26,-0.091,-0.358,3
1661435226665.4949,0.889,0.268,-0.094,-0.36,3
1661435226720.687,0.885,0.275,-0.097,-0.362,3
1661435226721.3718,0.882,0.281,-0.101,-0.364,3
1661435226780.268,0.88,0.286,-0.105,-0.366,3
1661435226781.187,0.877,0.289,-0.11,-0.368,3
1661435226782.207,0.875,0.291,-0.114,-0.369,3
1661435226783.235,0.874,0.292,-0.117,-0.37,3
1661435226784.177,0.874,0.292,-0.12,-0.371,3
1661435226785.1738,0.874,0.29,-0.121,-0.371,3
1661435226786.173,0.875,0.287,-0.122,-0.371,3
1661435226788.89,0.877,0.282,-0.123,-0.37,3
1661435226839.983,0.879,0.276,-0.125,-0.369,3
1661435226841.6482,0.881,0.268,-0.125,-0.368,3
1661435226842.676,0.885,0.259,-0.126,-0.367,3
1661435226843.635,0.888,0.249,-0.126,-0.365,3
1661435226844.6318,0.892,0.237,-0.125,-0.363,3
1661435226845.712,0.897,0.225,-0.122,-0.361,3
1661435226846.626,0.901,0.211,-0.118,-0.359,3
1661435226847.6492,0.906,0.197,-0.113,-0.356,3
1661435226900.046,0.911,0.181,-0.107,-0.354,3
1661435226901.48,0.916,0.165,-0.099,-0.351,3
1661435226901.48,0.921,0.148,-0.092,-0.349,3
1661435226902.476,0.925,0.13,-0.084,-0.346,3
1661435226903.474,0.929,0.112,-0.077,-0.343,3
1661435226904.471,0.933,0.093,-0.07,-0.34,3
1661435226962.355,0.937,0.075,-0.063,-0.336,3
1661435226963.35,0.94,0.056,-0.056,-0.333,3
1661435226964.348,0.942,0.037,-0.05,-0.328,3
1661435226997.491,0.945,0.018,-0.045,-0.324,3
1661435226998.256,0.947,-0.0,-0.04,-0.319,3
1661435226999.254,0.948,-0.019,-0.035,-0.314,3
1661435227020.225,0.95,-0.036,-0.03,-0.309,3
1661435227022.404,0.951,-0.054,-0.027,-0.304,3
1661435227024.188,0.951,-0.071,-0.024,-0.299,3
1661435227025.185,0.952,-0.087,-0.023,-0.294,3
1661435227025.185,0.952,-0.102,-0.023,-0.288,3
1661435227027.179,0.952,-0.117,-0.022,-0.283,3
1661435227080.038,0.952,-0.13,-0.022,-0.278,3
1661435227081.034,0.951,-0.143,-0.021,-0.273,3
1661435227082.032,0.951,-0.154,-0.02,-0.269,3
1661435227083.031,0.95,-0.164,-0.021,-0.265,3
1661435227083.031,0.95,-0.173,-0.022,-0.261,3
1661435227140.387,0.949,-0.18,-0.023,-0.258,3
1661435227141.3838,0.949,-0.186,-0.024,-0.255,3
1661435227142.3809,0.948,-0.191,-0.024,-0.253,3
1661435227143.378,0.948,-0.194,-0.025,-0.252,3
1661435227144.377,0.948,-0.195,-0.026,-0.251,3
1661435227145.373,0.948,-0.195,-0.027,-0.251,3
1661435227146.395,0.948,-0.194,-0.028,-0.251,3
1661435227200.001,0.948,-0.191,-0.028,-0.252,3
1661435227201.618,0.949,-0.187,-0.029,-0.253,3
1661435227201.618,0.949,-0.182,-0.03,-0.255,3
1661435227202.615,0.95,-0.176,-0.031,-0.257,3
1661435227203.649,0.95,-0.169,-0.032,-0.259,3
1661435227260.89,0.951,-0.161,-0.034,-0.261,3
1661435227261.89,0.952,-0.152,-0.035,-0.264,3
1661435227262.924,0.953,-0.143,-0.037,-0.266,3
1661435227263.9338,0.953,-0.132,-0.038,-0.269,3
1661435227266.449,0.954,-0.121,-0.04,-0.272,3
1661435227266.8918,0.954,-0.11,-0.042,-0.275,3
1661435227340.899,0.955,-0.097,-0.043,-0.278,3
1661435227341.875,0.955,-0.084,-0.045,-0.281,3
1661435227342.8708,0.955,-0.071,-0.047,-0.284,3
1661435227343.868,0.955,-0.057,-0.049,-0.287,3
1661435227379.997,0.955,-0.042,-0.051,-0.291,3
1661435227380.805,0.954,-0.027,-0.053,-0.294,3
1661435227382.763,0.953,-0.012,-0.055,-0.298,3
1661435227383.76,0.952,0.004,-0.057,-0.302,3
1661435227384.758,0.95,0.02,-0.059,-0.306,3
1661435227385.7542,0.948,0.037,-0.061,-0.31,3
1661435227386.7532,0.946,0.053,-0.062,-0.314,3
1661435227387.75,0.943,0.07,-0.063,-0.318,3
1661435227387.75,0.941,0.087,-0.065,-0.322,3
1661435227440.095,0.937,0.103,-0.066,-0.326,3
1661435227440.928,0.934,0.12,-0.068,-0.329,3
1661435227441.9329,0.93,0.136,-0.07,-0.333,3
1661435227442.922,0.927,0.151,-0.072,-0.337,3
1661435227500.664,0.923,0.166,-0.074,-0.34,3
1661435227501.17,0.919,0.18,-0.076,-0.343,3
1661435227503.163,0.915,0.194,-0.078,-0.346,3
1661435227504.16,0.911,0.207,-0.079,-0.348,3
1661435227505.158,0.907,0.219,-0.08,-0.351,3
1661435227506.155,0.903,0.23,-0.082,-0.353,3
1661435227507.153,0.899,0.24,-0.085,-0.355,3
1661435227620.112,0.896,0.25,-0.089,-0.357,3
1661435227621.11,0.892,0.258,-0.092,-0.36,3
1661435227622.107,0.889,0.265,-0.096,-0.362,3
1661435227622.107,0.886,0.271,-0.1,-0.364,3
1661435227623.105,0.883,0.276,-0.103,-0.365,3
1661435227625.101,0.881,0.28,-0.106,-0.367,3
1661435227627.096,0.879,0.283,-0.109,-0.368,3
1661435227628.091,0.878,0.285,-0.111,-0.369,3
1661435227629.089,0.877,0.286,-0.113,-0.37,3
1661435227679.951,0.876,0.286,-0.115,-0.37,3
1661435227682.944,0.876,0.285,-0.117,-0.371,3
1661435227682.944,0.876,0.283,-0.119,-0.371,3
1661435227683.942,0.877,0.28,-0.121,-0.371,3
1661435227684.938,0.879,0.275,-0.122,-0.37,3
1661435227743.299,0.881,0.269,-0.122,-0.37,3
1661435227744.295,0.883,0.262,-0.123,-0.369,3
1661435227745.291,0.886,0.254,-0.122,-0.368,3
1661435227746.299,0.89,0.244,-0.121,-0.367,3
1661435227747.287,0.893,0.233,-0.119,-0.365,3
1661435227748.2842,0.898,0.221,-0.117,-0.363,3
1661435227749.281,0.902,0.207,-0.114,-0.361,3
1661435227750.279,0.907,0.192,-0.11,-0.359,3
1661435227751.276,0.912,0.176,-0.106,-0.356,3
1661435227799.835,0.917,0.159,-0.102,-0.352,3
1661435227800.832,0.922,0.141,-0.098,-0.348,3
1661435227801.868,0.926,0.123,-0.095,-0.343,3
1661435227802.826,0.931,0.104,-0.091,-0.337,3
1661435227803.8298,0.936,0.085,-0.088,-0.331,3
1661435227804.834,0.94,0.067,-0.085,-0.325,3
1661435227805.82,0.943,0.048,-0.082,-0.318,3
1661435227860.261,0.947,0.029,-0.08,-0.311,3
1661435227861.676,0.949,0.011,-0.079,-0.304,3
1661435227862.6658,0.952,-0.007,-0.078,-0.296,3
1661435227863.6638,0.954,-0.025,-0.076,-0.289,3
1661435227866.811,0.955,-0.041,-0.074,-0.283,3
1661435227867.6528,0.957,-0.057,-0.071,-0.277,3
1661435227920.1208,0.957,-0.072,-0.068,-0.271,3
1661435227921.1172,0.958,-0.086,-0.065,-0.266,3
1661435227922.116,0.958,-0.099,-0.061,-0.262,3
1661435227923.114,0.958,-0.111,-0.057,-0.258,3
1661435227924.171,0.958,-0.123,-0.053,-0.254,3
1661435227925.108,0.957,-0.133,-0.05,-0.251,3
1661435227980.24,0.957,-0.143,-0.047,-0.248,3
1661435227981.9692,0.956,-0.152,-0.044,-0.245,3
1661435227982.9531,0.956,-0.161,-0.041,-0.243,3
1661435227984.084,0.955,-0.168,-0.039,-0.24,3
1661435227984.948,0.955,-0.175,-0.038,-0.238,3
1661435227984.948,0.954,-0.181,-0.037,-0.237,3
1661435228039.732,0.953,-0.185,-0.037,-0.235,3
1661435228099.575,0.953,-0.189,-0.037,-0.234,3
1661435228160.228,0.953,-0.192,-0.037,-0.233,3
1661435228161.226,0.952,-0.194,-0.037,-0.232,3
1661435228162.224,0.952,-0.194,-0.037,-0.232,3
1661435228163.22,0.952,-0.194,-0.036,-0.233,3
1661435228164.218,0.952,-0.193,-0.036,-0.234,3
1661435228165.215,0.953,-0.19,-0.036,-0.235,3
1661435228166.316,0.953,-0.186,-0.037,-0.236,3
1661435228166.316,0.953,-0.182,-0.038,-0.238,3
1661435228167.211,0.954,-0.176,-0.039,-0.24,3
1661435228219.425,0.954,-0.17,-0.041,-0.242,3
1661435228220.4248,0.955,-0.162,-0.042,-0.245,3
1661435228221.4229,0.956,-0.154,-0.044,-0.247,3
1661435228222.433,0.956,-0.144,-0.046,-0.25,3
1661435228223.418,0.957,-0.135,-0.049,-0.253,3
1661435228226.665,0.957,-0.124,-0.051,-0.257,3
1661435228227.408,0.957,-0.113,-0.053,-0.26,3
1661435228228.405,0.958,-0.101,-0.055,-0.264,3
1661435228230.398,0.958,-0.088,-0.058,-0.268,3
1661435228280.313,0.957,-0.075,-0.061,-0.272,3
1661435228281.2642,0.957,-0.062,-0.064,-0.277,3
1661435228282.27,0.956,-0.048,-0.066,-0.281,3
1661435228283.257,0.955,-0.033,-0.068,-0.286,3
1661435228284.2578,0.954,-0.018,-0.071,-0.29,3
1661435228285.2522,0.953,-0.002,-0.073,-0.295,3
1661435228286.25,0.951,0.014,-0.075,-0.3,3
1661435228286.25,0.949,0.03,-0.077,-0.304,3
1661435228287.271,0.947,0.046,-0.08,-0.309,3
1661435228340.105,0.944,0.062,-0.082,-0.314,3
1661435228341.104,0.941,0.079,-0.084,-0.319,3
1661435228342.163,0.937,0.095,-0.086,-0.324,3
1661435228343.098,0.934,0.112,-0.088,-0.328,3
1661435228344.096,0.93,0.128,-0.09,-0.332,3
1661435228345.094,0.926,0.143,-0.091,-0.337,3
1661435228346.101,0.922,0.159,-0.092,-0.34,3
1661435228400.403,0.918,0.174,-0.093,-0.344,3
